player_name,years_played,lat,lon,country,goals_scored
ZABALO,1934,40.521,-2.813,Spain,0
ARIEL,1934,-11.135,-46.052,Brazil,0
HILARIO,1934 1966,40.521,-2.813,Spain,0
GERMANO,1934 1966,-11.135,-46.052,Brazil,0
SOLE,1934,40.521,-2.813,Spain,0
WALDYR,1934,-11.135,-46.052,Brazil,0
LUIS MARIN,1934,40.521,-2.813,Spain,0
FEDE,1934,40.521,-2.813,Spain,0
CRISANTO BOSCH,1934,40.521,-2.813,Spain,0
I Guillermo CAMPANAL,1934,40.521,-2.813,Spain,0
CHACHO,1934,40.521,-2.813,Spain,0
Giampiero COMBI,1934,44.97,10.588,Italy,0
Julius HJULIAN,1934,41.401,-97.781,USA,0
Giovanni FERRARI,1934 1938,44.97,10.588,Italy,2
Bill McLEAN,1934,41.401,-97.781,USA,0
Giuseppe MEAZZA,1934 1938,44.97,10.588,Italy,6
Werner NILSEN,1934,41.401,-97.781,USA,0
Virginio ROSETTA,1934,44.97,10.588,Italy,0
Peter PIETRAS,1934,41.401,-97.781,USA,0
Angelo SCHIAVIO,1934,44.97,10.588,Italy,4
Anfilogino GUARISI,1934,44.97,10.588,Italy,0
Francis RYAN,1934,41.401,-97.781,USA,0
Luigi ALLEMANDI,1934,44.97,10.588,Italy,0
Ed CZERKIEWICZ,1934,41.401,-97.781,USA,0
Luigi BERTOLINI,1934,44.97,10.588,Italy,0
Walter DICK,1934,41.401,-97.781,USA,0
Raimundo ORSI,1934,44.97,10.588,Italy,3
Aldo DONELLI,1934,41.401,-97.781,USA,1
Mario PIZZIOLO,1934,44.97,10.588,Italy,0
Umberto CALIGARIS,1934,44.97,10.588,Italy,0
Pietro ARCARI,1934,44.97,10.588,Italy,0
Bill LEHMANN,1934,41.401,-97.781,USA,0
Felice BOREL,1934,44.97,10.588,Italy,0
Joe MARTINELLI,1934,41.401,-97.781,USA,0
Armando CASTELLAZZI,1934,44.97,10.588,Italy,0
Bill FIEDLER,1934,41.401,-97.781,USA,0
Giuseppe CAVANNA,1934,44.97,10.588,Italy,0
Al HARKER,1934,41.401,-97.781,USA,0
Guido MASETTI,1934 1938,44.97,10.588,Italy,0
Herman RAPP,1934,41.401,-97.781,USA,0
Mario VARGLIEN,1934,44.97,10.588,Italy,0
Tom LYNCH,1934,41.401,-97.781,USA,0
Eraldo MONZEGLIO,1934 1938,44.97,10.588,Italy,0
Tom AMRHEIN,1934,41.401,-97.781,USA,0
Attilio FERRARIS,1934,44.97,10.588,Italy,0
Enrique GUAITA,1934,44.97,10.588,Italy,1
Frantisek PLANICKA,1934 1938,0,0,Czechoslovakia,0
William ZOMBORY,1934,46.201,24.925,Romania,0
Antonin PUC,1934 1938,0,0,Czechoslovakia,2
Gheorghe ALBU,1934,46.201,24.925,Romania,0
Josef KOSTALEK,1934 1938,0,0,Czechoslovakia,1
Silviu BINDEA,1934 1938,46.201,24.925,Romania,1
Oldrich NEJEDLY,1934 1938,0,0,Czechoslovakia,10
Iuliu BODOLA,1934 1938,46.201,24.925,Romania,0
Ladislav ZENISEK,1934,0,0,Czechoslovakia,0
Rudolf KOTORMANY,1934,46.201,24.925,Romania,0
Stefan CAMBAL,1934,0,0,Czechoslovakia,0
Vasile DEHELEANU,1934,46.201,24.925,Romania,0
Josef CTYROKY,1934,0,0,Czechoslovakia,0
Stefan DOBAY,1934 1938,46.201,24.925,Romania,3
Frantisek JUNEK,1934,0,0,Czechoslovakia,0
Rudolf KRCIL,1934,0,0,Czechoslovakia,0
Josif MORAVETZ,1934,46.201,24.925,Romania,0
Josef SILNY,1934,0,0,Czechoslovakia,0
Gratian SEPI,1934,46.201,24.925,Romania,0
Jiri SOBOTKA,1934,0,0,Czechoslovakia,1
Frantisek SVOBODA,1934,0,0,Czechoslovakia,1
Lazar SFERA,1934 1938,46.201,24.925,Romania,0
Cestmir PATZEL,1934,0,0,Czechoslovakia,0
Alexandru CUEDAN,1934,46.201,24.925,Romania,0
Antonin VODICKA,1934,0,0,Czechoslovakia,0
Gheorghe CIOLAC,1934,46.201,24.925,Romania,0
Geza KALOCSAY,1934,0,0,Czechoslovakia,0
Adalbert PULLOCK,1934,46.201,24.925,Romania,0
Jaroslav BOUCEK,1934 1938,0,0,Czechoslovakia,0
Vlastimil KOPECKY,1934 1938,0,0,Czechoslovakia,1
Jaroslav BURGR,1934 1938,0,0,Czechoslovakia,0
Willibald SCHMAUS,1938,51.438,10.558,Germany,0
Georges AEBY,1938,46.945,8.603,Switzerland,0
Josef GAUCHEL,1938,51.438,10.558,Germany,1
Lauro AMADO,1938,46.945,8.603,Switzerland,0
Rudolf GELLESCH,1938,51.438,10.558,Germany,0
Fredy BICKEL,1938 1950,46.945,8.603,Switzerland,1
Sirio VERNATI,1938,46.945,8.603,Switzerland,0
Albin KITZINGER,1938,51.438,10.558,Germany,0
Eugen WALASCHEK,1938,46.945,8.603,Switzerland,1
Andreas KUPFER,1938,51.438,10.558,Germany,0
August LEHMANN,1938,46.945,8.603,Switzerland,0
Ernst LOERTSCHER,1938,46.945,8.603,Switzerland,0
Hans MOCK,1938,51.438,10.558,Germany,0
Hermann SPRINGER,1938,46.945,8.603,Switzerland,0
Hans PESSER,1938,51.438,10.558,Germany,0
Willhelm HAHNEMANN,1938,51.438,10.558,Germany,1
Adolf STELZER,1938,46.945,8.603,Switzerland,0
Oskar RAUCH,1938,46.945,8.603,Switzerland,0
Leopold NEUMER,1938,51.438,10.558,Germany,0
Fritz WAGNER,1938,46.945,8.603,Switzerland,0
Ludwig GOLDBRUNNER,1938,51.438,10.558,Germany,0
Eugen RUPF,1938,46.945,8.603,Switzerland,0
Erwin BALLABIO,1938,46.945,8.603,Switzerland,0
Alessandro FRIGERIO,1938,46.945,8.603,Switzerland,0
Stefan SKOUMAL,1938,51.438,10.558,Germany,0
Paul AEBI,1938,46.945,8.603,Switzerland,0
Jakob STREITLE,1938,51.438,10.558,Germany,0
Tullio GRASSI,1938,46.945,8.603,Switzerland,0
Mo Heng TAN,1938,0,0,Dutch East Indies,0
Vilmos KOHUT,1938,47.373,19.651,Hungary,1
Anwar SUTAN,1938,0,0,Dutch East Indies,0
Lajos KORANYI,1938,47.373,19.651,Hungary,0
Hong Djien TAN,1938,0,0,Dutch East Indies,0
Ferenc SAS,1938,47.373,19.651,Hungary,0
Frans HUKON,1938,0,0,Dutch East Indies,0
Frans MEENG,1938,0,0,Dutch East Indies,0
Jozsef TURAY,1938,47.373,19.651,Hungary,0
Tjaak PATTIWAEL,1938,0,0,Dutch East Indies,0
Jack SAMUELS,1938,0,0,Dutch East Indies,0
Suvarte SOEDARMADJI,1938,0,0,Dutch East Indies,0
Achmad NAWIR,1938,0,0,Dutch East Indies,0
Gyula ZSENGELLER,1938,47.373,19.651,Hungary,5
Henk SOMMERS,1938,0,0,Dutch East Indies,0
Istvan BALOGH,1938,47.373,19.651,Hungary,0
Hans TAIHUTTU,1938,0,0,Dutch East Indies,0
Pal TITKOS,1938,47.373,19.651,Hungary,2
G. VAN DEN BURGH,1938,0,0,Dutch East Indies,0
G. FAULHABER,1938,0,0,Dutch East Indies,0
Laszlo CSEH,1938,47.373,19.651,Hungary,0
R. TELWE,1938,0,0,Dutch East Indies,0
J. HARTING,1938,0,0,Dutch East Indies,0
See Han TAN,1938,0,0,Dutch East Indies,0
Jozsef PALINKAS,1938,47.373,19.651,Hungary,0
DORST,1938,0,0,Dutch East Indies,0
Bela SAROSI,1938,47.373,19.651,Hungary,0
TEILHERBER,1938,0,0,Dutch East Indies,0
Mihaly BIRO,1938,47.373,19.651,Hungary,0
Laurent DI LORTO,1938,47.752,2.358,France,0
Raoul DIAGNE,1938,47.752,2.358,France,0
Raymond BRAINE,1938,50.696,4.795,Belgium,0
Oscar HEISSERER,1938,47.752,2.358,France,1
Fernand BUYLE,1938,50.696,4.795,Belgium,0
Alphonse DE WINTER,1938,50.696,4.795,Belgium,0
Henri ISEMBORGHS,1938,50.696,4.795,Belgium,1
Robert PAVERICK,1938,50.696,4.795,Belgium,0
Gustave JORDAN,1938,47.752,2.358,France,0
Charles VANDEWOUWER,1938,50.696,4.795,Belgium,0
Jean BASTIEN,1938,47.752,2.358,France,0
Corneel SEYS,1938,50.696,4.795,Belgium,0
Hector CAZENAVE,1938,47.752,2.358,France,0
Emile STIJNEN,1938,50.696,4.795,Belgium,0
John VAN ALPHEN,1938,50.696,4.795,Belgium,0
Julien DARUI,1938,47.752,2.358,France,0
Francois BOURBOTTE,1938,47.752,2.358,France,0
Robert BRAET,1938,50.696,4.795,Belgium,0
Abdel Kader BEN BOUALI,1938,47.752,2.358,France,0
Frans GOMMERS,1938,50.696,4.795,Belgium,0
Lucien JASSERON,1938,47.752,2.358,France,0
Paul HENRY,1938,50.696,4.795,Belgium,0
Mario ZATELLI,1938,47.752,2.358,France,0
Artur CEULEERS,1938,50.696,4.795,Belgium,0
Michel BRUSSEAUX,1938,47.752,2.358,France,0
Jean FIEVEZ,1938,50.696,4.795,Belgium,0
Czeslaw POVOLNY,1938,47.752,2.358,France,0
Joseph NELIS,1938,50.696,4.795,Belgium,0
Ignace KOWALCZYK,1938,47.752,2.358,France,0
Jean PETIT,1938 1978,50.696,4.795,Belgium,0
Pierre DALEM,1938,50.696,4.795,Belgium,0
Benito CARVAJALES,1938,20.759,-76.528,Cuba,0
Dumitru PAVLOVICI,1938,46.201,24.925,Romania,0
Manuel CHORENS,1938,20.759,-76.528,Cuba,0
Gheorghe RASINARU,1938,46.201,24.925,Romania,0
Tomas FERNANDEZ,1938,20.759,-76.528,Cuba,1
Joaquin ARIAS,1938,20.759,-76.528,Cuba,0
Jacinto BARQUIN,1938,20.759,-76.528,Cuba,0
Vasile CHIROIU,1938,46.201,24.925,Romania,0
Pedro BERGES,1938,20.759,-76.528,Cuba,0
Vintila COSSINI,1938,46.201,24.925,Romania,0
Jose RODRIGUEZ,1938,20.759,-76.528,Cuba,0
Hector SOCORRO,1938,20.759,-76.528,Cuba,3
Mario SOSA,1938,20.759,-76.528,Cuba,0
Juan TUNAS,1938,20.759,-76.528,Cuba,0
Jose MAGRINA,1938,20.759,-76.528,Cuba,1
Iuliu BARATKY,1938,46.201,24.925,Romania,1
Carlos OLIVERA,1938,20.759,-76.528,Cuba,0
Andrei BARBULESCU,1938,46.201,24.925,Romania,0
Juan AYRA,1938,20.759,-76.528,Cuba,0
Ioachim MOLDOVEANU,1938,46.201,24.925,Romania,0
Pedro FERRER,1938,20.759,-76.528,Cuba,0
Ionica BOGDAN,1938,46.201,24.925,Romania,0
Juan ALONSO,1938,20.759,-76.528,Cuba,0
Iacob FELECAN,1938,46.201,24.925,Romania,0
Robert SADOWSKY,1938,46.201,24.925,Romania,0
Mircea DAVID,1938,46.201,24.925,Romania,0
Joszef NAGY,1938,46.201,24.925,Romania,0
Iuliu PRASSLER,1938,46.201,24.925,Romania,0
Aldo OLIVIERI,1938,44.97,10.588,Italy,0
Henry JOHANSEN,1938,60.972,9.293,Norway,0
Silvio PIOLA,1938,44.97,10.588,Italy,5
Reidar KVAMMEN,1938,60.972,9.293,Norway,0
Pietro FERRARIS,1938,44.97,10.588,Italy,1
Arne BRUSTAD,1938,60.972,9.293,Norway,1
Pietro RAVA,1938,44.97,10.588,Italy,0
Knut BRYNILDSEN,1938,60.972,9.293,Norway,0
Pietro SERANTONI,1938,44.97,10.588,Italy,0
Nils ERIKSEN,1938,60.972,9.293,Norway,0
Piero PASINATI,1938,44.97,10.588,Italy,0
Odd FRANTZEN,1938,60.972,9.293,Norway,0
Michele ANDREOLO,1938,44.97,10.588,Italy,0
Kristian HENRIKSEN,1938,60.972,9.293,Norway,0
Rolf HOLMBERG,1938,60.972,9.293,Norway,0
Ugo LOCATELLI,1938,44.97,10.588,Italy,0
Oivind HOLMSEN,1938,60.972,9.293,Norway,0
Magnar ISAKSEN,1938,60.972,9.293,Norway,0
Rolf JOHANNESEN,1938,60.972,9.293,Norway,0
Amedeo BIAVATI,1938,44.97,10.588,Italy,0
Alf MARTINSEN,1938,60.972,9.293,Norway,0
Gino COLAUSSI,1938,44.97,10.588,Italy,4
Sverre NORDBY,1938,60.972,9.293,Norway,0
Alfredo FONI,1938,44.97,10.588,Italy,0
Anker KIHLE,1938,60.972,9.293,Norway,0
Carlo CERESOLI,1938,44.97,10.588,Italy,0
Jorgen JUVE,1938,60.972,9.293,Norway,0
Sverre HANSEN,1938,60.972,9.293,Norway,0
Renato OLMI,1938,44.97,10.588,Italy,0
Arne ILEBY,1938,60.972,9.293,Norway,0
Aldo DONATI,1938,44.97,10.588,Italy,0
Hjalmar ANDRESEN,1938,60.972,9.293,Norway,0
Mario GENTA,1938,44.97,10.588,Italy,0
Gunnar ANDREASSEN,1938,60.972,9.293,Norway,0
Sergio BERTONI,1938,44.97,10.588,Italy,0
Oddmund ANDERSEN,1938,60.972,9.293,Norway,0
Mario PERAZZOLO,1938,44.97,10.588,Italy,0
Roald AMUNDSEN,1938,60.972,9.293,Norway,0
Bruno CHIZZO,1938,44.97,10.588,Italy,0
BATATAIS,1938,-11.135,-46.052,Brazil,0
Edward MADEJSKI,1938,52.331,19.367,Poland,0
HERCULES,1938,-11.135,-46.052,Brazil,0
Erwin NYC,1938,52.331,19.367,Poland,0
LOPES,1938,-11.135,-46.052,Brazil,0
Ryszard PIEC,1938,52.331,19.367,Poland,0
PERACIO,1938,-11.135,-46.052,Brazil,3
Leonard PIONTEK,1938,52.331,19.367,Poland,0
DOMINGOS DA GUIA,1938,-11.135,-46.052,Brazil,0
Fryedryk SZERFKE,1938,52.331,19.367,Poland,4
MACHADO,1938,-11.135,-46.052,Brazil,0
Wladyslaw SZSZEPANIAK,1938,52.331,19.367,Poland,0
AFONSINHO,1938,-11.135,-46.052,Brazil,0
Gerard WODARZ,1938,52.331,19.367,Poland,0
ZEZE PROCOPIO,1938,-11.135,-46.052,Brazil,0
Ernest WILIMOWSKI,1938,52.331,19.367,Poland,4
ROMEU,1938,-11.135,-46.052,Brazil,3
Ewald DYTKO,1938,52.331,19.367,Poland,0
Antoni GALECKI,1938,52.331,19.367,Poland,0
Wilhelm GORA,1938,52.331,19.367,Poland,0
WALTER GOULART,1938,-11.135,-46.052,Brazil,0
Boleslaw HABOWSKI,1938,52.331,19.367,Poland,0
BRANDAO,1938,-11.135,-46.052,Brazil,0
Stanislaw BARAN,1938,52.331,19.367,Poland,0
JAU,1938,-11.135,-46.052,Brazil,0
Ewald CEBULA,1938,52.331,19.367,Poland,0
ARGEMIRO,1938,-11.135,-46.052,Brazil,0
Edmund GIEMSA,1938,52.331,19.367,Poland,0
TIM,1938,-11.135,-46.052,Brazil,0
Jozef KORBAS,1938,52.331,19.367,Poland,0
Kazimierz LIS,1938,52.331,19.367,Poland,0
ROBERTO,1938 1970 1990,-11.135,-46.052,Brazil,1
Antoni LYKO,1938,52.331,19.367,Poland,0
Wilhelm PIEC,1938,52.331,19.367,Poland,0
NIGINHO,1938,-11.135,-46.052,Brazil,0
Edmund TWORZ,1938,52.331,19.367,Poland,0
NARIZ,1938,-11.135,-46.052,Brazil,0
Jan WASIEWICZ,1938,52.331,19.367,Poland,0
BRITTO,1938,-11.135,-46.052,Brazil,0
Walter BROM,1938,52.331,19.367,Poland,0
Jan RIHA,1938,0,0,Czechoslovakia,0
Oldrich RULC,1938,0,0,Czechoslovakia,0
Bertus CALDENHOVE,1938,52.039,5.539,Netherlands,0
Ferdinand DAUCIK,1938,0,0,Czechoslovakia,0
Ladislav SIMUNEK,1938,0,0,Czechoslovakia,0
Josef ZEMAN,1938,0,0,Czechoslovakia,1
Bertus DE HARDER,1938,52.039,5.539,Netherlands,0
Frans VAN DER VEEN,1938,52.039,5.539,Netherlands,0
Karel KOLSKY,1938,0,0,Czechoslovakia,0
Daaf DROK,1938,52.039,5.539,Netherlands,0
Vojtech BRADAC,1938,0,0,Czechoslovakia,0
Frans HOGENBIRK,1938,52.039,5.539,Netherlands,0
Otakar NOZIR,1938,0,0,Czechoslovakia,0
Karel OOMS,1938,52.039,5.539,Netherlands,0
Josef ORTH,1938,0,0,Czechoslovakia,0
Rene PIJPERS,1938,52.039,5.539,Netherlands,0
Vaclav HORAK,1938,0,0,Czechoslovakia,0
Arie DE WINTER,1938,52.039,5.539,Netherlands,0
Arnost KREUZ,1938,0,0,Czechoslovakia,0
Niek MICHEL,1938,52.039,5.539,Netherlands,0
Josef LUDL,1938,0,0,Czechoslovakia,0
Hendrikus PLENTER,1938,52.039,5.539,Netherlands,0
Karel BURKERT,1938,0,0,Czechoslovakia,0
Piet PUNT,1938,52.039,5.539,Netherlands,0
Karel SENECKY,1938,0,0,Czechoslovakia,0
Piet DE BOER,1938,52.039,5.539,Netherlands,0
Dick BEEN,1938,52.039,5.539,Netherlands,0
Pavel CERNY,1938,0,0,Czechoslovakia,0
Henk VAN SPAANDONCK,1938,52.039,5.539,Netherlands,0
Henock ABRAHAMSSON,1938,63.436,16.409,Sweden,0
Erik ALMGREN,1938,63.436,16.409,Sweden,0
Harry ANDERSSON,1938,63.436,16.409,Sweden,3
Ivar ERIKSSON,1938,63.436,16.409,Sweden,0
Sven JACOBSSON,1938,63.436,16.409,Sweden,0
Olle KALLGREN,1938,63.436,16.409,Sweden,0
Kurt SVANSTROM,1938,63.436,16.409,Sweden,0
Gustav WETTERSTROM,1938,63.436,16.409,Sweden,3
Arne NYBERG,1938,63.436,16.409,Sweden,3
Erik PERSSON,1938,63.436,16.409,Sweden,0
Gustav SJOBERG,1938,63.436,16.409,Sweden,0
Curt BERGSTEN,1938,63.436,16.409,Sweden,0
Harry NILSSON,1938,63.436,16.409,Sweden,0
Sven UNGER,1938,63.436,16.409,Sweden,0
Arne LINDERHOLM,1938,63.436,16.409,Sweden,0
Erik NILSSON,1938 1950,63.436,16.409,Sweden,0
Karl Erik GRAHN,1938,63.436,16.409,Sweden,0
Knut HANSSON,1938,63.436,16.409,Sweden,0
Lennart BUNKE,1938,63.436,16.409,Sweden,0
Ake ANDERSSON,1938,63.436,16.409,Sweden,0
BARBOSA,1950,-11.135,-46.052,Brazil,0
Antonio CARBAJAL,1950 1954 1958 1962 1966,25.388,-103.061,Mexico,0
ADEMIR,1950,-11.135,-46.052,Brazil,8
Alfonso MONTEMAYOR,1950,25.388,-103.061,Mexico,0
AUGUSTO,1950,-11.135,-46.052,Brazil,0
Mario OCHOA,1950 1954,25.388,-103.061,Mexico,0
FRIACA,1950,-11.135,-46.052,Brazil,1
Hector ORTIZ,1950,25.388,-103.061,Mexico,4
JUVENAL,1950,-11.135,-46.052,Brazil,0
Mario PEREZ,1950 1970,25.388,-103.061,Mexico,0
ELY DO AMPARO,1950 1954,-11.135,-46.052,Brazil,0
Jose ROCA,1950 1954 1958,25.388,-103.061,Mexico,0
MANECA,1950,-11.135,-46.052,Brazil,1
Rodrigo RUIZ,1950,25.388,-103.061,Mexico,0
BALTAZAR,1950 1954,-11.135,-46.052,Brazil,3
Carlos SEPTIEN,1950 1954,25.388,-103.061,Mexico,0
DANILO ALVIM,1950,-11.135,-46.052,Brazil,0
Guadalupe VELAZQUEZ,1950,25.388,-103.061,Mexico,0
BIGODE,1950,-11.135,-46.052,Brazil,0
Felipe ZETTER,1950,25.388,-103.061,Mexico,0
JAIR,1950,-11.135,-46.052,Brazil,2
Horacio CASARIN,1950,25.388,-103.061,Mexico,1
CHICO,1950,-11.135,-46.052,Brazil,4
Jose NAVARRO,1950 1978,25.388,-103.061,Mexico,0
ZIZINHO,1950,-11.135,-46.052,Brazil,2
Jose BORBOLLA,1950,25.388,-103.061,Mexico,0
NORONHA,1950,-11.135,-46.052,Brazil,0
Raul CORDOBA,1950,25.388,-103.061,Mexico,0
ALFREDO II,1950,-11.135,-46.052,Brazil,1
Samuel CUBURU,1950,25.388,-103.061,Mexico,0
ADAOZINHO,1950,-11.135,-46.052,Brazil,0
Antonio FLORES,1950,25.388,-103.061,Mexico,0
NENA,1950,-11.135,-46.052,Brazil,0
Gregorio GOMEZ,1950,25.388,-103.061,Mexico,0
RODRIGUES,1950 1954,-11.135,-46.052,Brazil,0
Carlos GUEVARA,1950,25.388,-103.061,Mexico,0
RUY,1950,-11.135,-46.052,Brazil,0
Manuel GUTIERREZ,1950,25.388,-103.061,Mexico,0
NILTON SANTOS,1950 1954 1958 1962,-11.135,-46.052,Brazil,1
Francisco HERNANDEZ,1950 1982,25.388,-103.061,Mexico,0
BAUER,1950 1954,-11.135,-46.052,Brazil,0
Jose NARANJO,1950 1954,25.388,-103.061,Mexico,0
CASTILHO,1950 1954 1958 1962,-11.135,-46.052,Brazil,0
Max PRIETO,1950,25.388,-103.061,Mexico,0
Bert WILLIAMS,1950,52.449,-1.033,England,0
Sergio LIVINGSTONE,1950,-25.591,-69.947,Chile,0
Alf RAMSEY,1950,52.449,-1.033,England,0
Jorge ROBLEDO,1950,-25.591,-69.947,Chile,1
Billy WRIGHT,1950 1954 1958,52.449,-1.033,England,0
Luis MAYANES,1950,-25.591,-69.947,Chile,0
John ASTON,1950,52.449,-1.033,England,0
Manuel MUNOZ,1950,-25.591,-69.947,Chile,0
Roy BENTLEY,1950,52.449,-1.033,England,0
Manuel ALVAREZ,1950,-25.591,-69.947,Chile,0
Jimmy DICKINSON,1950 1954,52.449,-1.033,England,0
Miguel BUSQUETS,1950,-25.591,-69.947,Chile,0
Tom FINNEY,1950 1954 1958,52.449,-1.033,England,5
Hernan CARVALLO,1950,-25.591,-69.947,Chile,0
Laurie HUGHES,1950,52.449,-1.033,England,0
Atilio CREMASCHI,1950,-25.591,-69.947,Chile,2
Wilf MANNION,1950,52.449,-1.033,England,1
Guillermo DIAZ,1950,-25.591,-69.947,Chile,0
Stan MORTENSEN,1950,52.449,-1.033,England,1
Arturo FARIAS,1950,-25.591,-69.947,Chile,0
Jimmy MULLEN,1950 1954,52.449,-1.033,England,1
Fernando ROLDAN,1950,-25.591,-69.947,Chile,0
Jackie MILBURN,1950,52.449,-1.033,England,0
Osvaldo SAEZ,1950,-25.591,-69.947,Chile,0
Ted DITCHBURN,1950,52.449,-1.033,England,0
Francisco URROZ,1950,-25.591,-69.947,Chile,0
Bill ECKERSLEY,1950,52.449,-1.033,England,0
Fernando CAMPOS,1950,-25.591,-69.947,Chile,0
Stanley MATTHEWS,1950 1954,52.449,-1.033,England,0
Raymundo INFANTE,1950,-25.591,-69.947,Chile,0
Eddie BAILY,1950,52.449,-1.033,England,0
Miguel FLORES,1950,-25.591,-69.947,Chile,0
Laurie SCOTT,1950,52.449,-1.033,England,0
Carlos IBANEZ,1950,-25.591,-69.947,Chile,0
Bill NICHOLSON,1950,52.449,-1.033,England,0
Andres PRIETO,1950,-25.591,-69.947,Chile,1
Henry COCKBURN,1950,52.449,-1.033,England,0
Rene QUITRAL,1950,-25.591,-69.947,Chile,0
Jim TAYLOR,1950,52.449,-1.033,England,0
Fernando RIERA,1950,-25.591,-69.947,Chile,1
Willie WATSON,1950,52.449,-1.033,England,0
Carlos ROJAS,1950,-25.591,-69.947,Chile,0
Manuel MACHUCA,1950,-25.591,-69.947,Chile,0
Ignacio EIZAGUIRRE,1950,40.521,-2.813,Spain,0
Frank BORGHI,1950,41.401,-97.781,USA,0
GAINZA,1950,40.521,-2.813,Spain,0
Charlie COLOMBO,1950,41.401,-97.781,USA,0
GONZALVO II,1950,40.521,-2.813,Spain,0
Walter BAHR,1950,41.401,-97.781,USA,0
GONZALVO III,1950,40.521,-2.813,Spain,0
Adam WOLANIN,1950,41.401,-97.781,USA,0
ROSENDO HERNANDEZ,1950,40.521,-2.813,Spain,0
Joe GAETJENS,1950,41.401,-97.781,USA,1
Silvestre IGOA,1950,40.521,-2.813,Spain,2
Harry KEOUGH,1950,41.401,-97.781,USA,0
ZARRA,1950,40.521,-2.813,Spain,4
Joe MACA,1950,41.401,-97.781,USA,4
ANTUNEZ,1950,40.521,-2.813,Spain,0
Ed McILVENNY,1950,41.401,-97.781,USA,0
Antonio PUCHADES,1950,40.521,-2.813,Spain,0
Gino PARIANI,1950,41.401,-97.781,USA,1
GABRIEL ALONSO,1950,40.521,-2.813,Spain,0
John SOUZA,1950,41.401,-97.781,USA,0
Estanislao BASORA,1950,40.521,-2.813,Spain,4
Frank WALLACE,1950,41.401,-97.781,USA,1
Antonio RAMALLETS,1950,40.521,-2.813,Spain,0
Bob ANNIS,1950,41.401,-97.781,USA,0
Vicente ASENSI,1950,40.521,-2.813,Spain,0
Geoff COOMBES,1950,41.401,-97.781,USA,0
Alfonso SILVA,1950,40.521,-2.813,Spain,0
Nick DI ORIO,1950,41.401,-97.781,USA,0
Juan ACUNA,1950,40.521,-2.813,Spain,0
Gino GARDASSANICH,1950,41.401,-97.781,USA,0
LESMES II,1950,40.521,-2.813,Spain,0
Ed SOUZA,1950,41.401,-97.781,USA,0
CESAR,1950 1974 2010,40.521,-2.813,Spain,0
Bob CRADDOCK,1950,41.401,-97.781,USA,0
NANDO,1950,40.521,-2.813,Spain,0
Jose JUNCOSA,1950,40.521,-2.813,Spain,0
Luis MOLOWNY,1950,40.521,-2.813,Spain,0
Jose PANIZO,1950,40.521,-2.813,Spain,0
Jose PARRA,1950,40.521,-2.813,Spain,0
Kalle SVENSSON,1950 1958,63.436,16.409,Sweden,0
Lucidio SENTIMENTI,1950,44.97,10.588,Italy,0
Knut NORDAHL,1950,63.436,16.409,Sweden,0
Giampiero BONIPERTI,1950 1954,44.97,10.588,Italy,1
Lennart SAMUELSSON,1950,63.436,16.409,Sweden,0
Ermes MUCCINELLI,1950 1954,44.97,10.588,Italy,1
Stig SUNDQVIST,1950,63.436,16.409,Sweden,3
Carlo ANNOVAZZI,1950,44.97,10.588,Italy,0
Lennart SKOGLUND,1950 1958,63.436,16.409,Sweden,1
Aldo CAMPATELLI,1950,44.97,10.588,Italy,0
Sune ANDERSSON,1950,63.436,16.409,Sweden,5
Gino CAPPELLO,1950 1954,44.97,10.588,Italy,0
Ingvar GARD,1950,63.436,16.409,Sweden,0
Riccardo CARAPELLESE,1950,44.97,10.588,Italy,2
Hans JEPPSSON,1950,63.436,16.409,Sweden,2
Zeffiro FURIASSI,1950,44.97,10.588,Italy,0
Attilio GIOVANNINI,1950,44.97,10.588,Italy,0
Stellan NILSSON,1950,63.436,16.409,Sweden,0
Augusto MAGLI,1950,44.97,10.588,Italy,0
Karl-Erik PALMER,1950,63.436,16.409,Sweden,3
Carlo PAROLA,1950,44.97,10.588,Italy,0
Ingvar RYDELL,1950,63.436,16.409,Sweden,0
Giacomo MARI,1950 1954,44.97,10.588,Italy,0
Gunnar JOHANSSON II,1950,63.436,16.409,Sweden,0
Giuseppe MORO,1950,44.97,10.588,Italy,0
Torsten LINDBERG,1950,63.436,16.409,Sweden,0
Osvaldo FATTORI,1950,44.97,10.588,Italy,0
Bror MELLBERG,1950 1958,63.436,16.409,Sweden,1
Egisto PANDOLFINI,1950 1954,44.97,10.588,Italy,5
Egon JONSSON,1950,63.436,16.409,Sweden,0
Leandro REMONDINI,1950,44.97,10.588,Italy,0
Arne MANSSON,1950,63.436,16.409,Sweden,0
Omero TOGNON,1950 1954,44.97,10.588,Italy,0
Olle AHLUND,1950,63.436,16.409,Sweden,0
Giuseppe CASARI,1950,44.97,10.588,Italy,0
Emilio CAPRILE,1950,44.97,10.588,Italy,0
Ivano BLASON,1950,44.97,10.588,Italy,0
Benito LORENZI,1950 1954,44.97,10.588,Italy,1
Amedeo AMADEI,1950,44.97,10.588,Italy,0
Srdjan MRKUSIC,1950,0,0,Yugoslavia,0
Georges STUBER,1950 1954,46.945,8.603,Switzerland,0
Tihomir OGNJANOV,1950 1954,0,0,Yugoslavia,1
Jean TAMINI,1950,46.945,8.603,Switzerland,0
Branko STANKOVIC,1950 1954,0,0,Yugoslavia,0
